zipcode,number_of_returns,income
56097,300,18631
56097,160,14095
56097,150,20272
56097,30,8065
,,
56098,"1,010","49,845"
56098,390,4691
56098,260,10082
56098,150,9378
56098,110,9366
56098,100,16328
56098,**,**
,,
56101,"2,910","152,300"
56101,1080,13357
56101,800,29742
56101,440,28159
56101,260,23067
56101,280,37550
56101,50,20425
,,
56110,880,"53,383"
56110,310,3983
56110,210,7935
56110,140,9155
56110,100,9287
56110,100,14223
56110,20,8800
,,
56111,240,"13,743"
56111,70,817
56111,60,2259
56111,40,2516
56111,30,2504
56111,40,5647
56111,**,**
,,
56113,120,"5,368"
56113,40,399
56113,50,2382
56113,**,**
56113,30,2587
56113,**,**
56113,0,0
,,
56114,190,"8,897"
56114,70,895
56114,50,1814
56114,30,1950
56114,40,4238
56114,**,**
56114,**,**
,,
56115,620,"36,556"
56115,200,2728
56115,140,5348
56115,110,6904
56115,80,7485
56115,90,14091
56115,**,**
,,
56116,270,"17,329"
56116,80,815
56116,60,2165
56116,40,2711
56116,40,3505
56116,50,8133
56116,**,**
,,
56117,180,"9,191"
56117,60,914
56117,50,1918
56117,30,1821
56117,40,4538
56117,**,**
56117,**,**
,,
56118,200,"12,955"
56118,70,855
56118,40,1467
56118,30,2035
56118,20,1840
56118,40,6758
56118,**,**
,,
56119,510,"29,688"
56119,160,1893
56119,140,5493
56119,90,6203
56119,60,5470
56119,60,10629
56119,**,**
,,
56120,510,"28,769"
56120,170,2164
56120,140,5140
56120,90,6198
56120,50,4244
56120,60,11023
56120,**,**
,,
56121,280,"14,706"
56121,90,1136
56121,80,2963
56121,50,3029
56121,30,3076
56121,30,4502
56121,**,**
,,
56122,230,"13,886"
56122,80,905
56122,60,2589
56122,40,2720
56122,20,2001
56122,30,5671
56122,**,**
,,
56123,250,"14,361"
56123,90,1339
56123,70,2522
56123,60,4389
56123,**,**
56123,30,6111
56123,**,**
,,
56127,190,"9,377"
56127,60,732
56127,50,2085
56127,40,2210
56127,40,4350
56127,**,**
56127,**,**
,,
56128,910,"63,678"
56128,260,3180
56128,210,8083
56128,170,10831
56128,120,10774
56128,120,15811
56128,30,14999
,,
56129,370,"18,522"
56129,130,1635
56129,90,3515
56129,70,4330
56129,40,3021
56129,40,6021
56129,**,**
,,
56131,"1,130","61,602"
56131,390,4946
56131,290,11192
56131,180,11426
56131,140,12651
56131,130,21387
56131,**,**
,,
56132,260,"16,397"
56132,90,1265
56132,50,1997
56132,40,2552
56132,30,2556
56132,50,8027
56132,**,**
,,
56134,190,"10,069"
56134,70,940
56134,50,1788
56134,50,3763
56134,**,**
56134,20,3578
56134,**,**
,,
56136,480,"25,374"
56136,160,2039
56136,120,4470
56136,90,5500
56136,50,4837
56136,60,8528
56136,**,**
,,
56137,550,"30,095"
56137,170,2112
56137,160,5690
56137,90,5692
56137,60,5179
56137,70,11422
56137,**,**
,,
56138,380,"21,104"
56138,110,1283
56138,80,3175
56138,70,4613
56138,70,5832
56138,50,6201
56138,**,**
,,
56139,190,"9,649"
56139,70,886
56139,50,2056
56139,30,1933
56139,40,4774
56139,**,**
56139,**,**
,,
56141,170,"10,417"
56141,50,649
56141,50,1723
56141,30,1535
56141,20,2134
56141,20,4376
56141,**,**
,,
56142,480,"21,893"
56142,180,2161
56142,150,5890
56142,70,4752
56142,40,3607
56142,40,5483
56142,**,**
,,
56143,"2,250","130,959"
56143,680,8215
56143,630,23457
56143,390,24874
56143,250,21932
56143,250,33759
56143,50,18722
,,
56144,520,"25,886"
56144,200,2519
56144,140,5246
56144,90,5869
56144,40,3785
56144,50,8467
56144,**,**
,,
56145,280,"14,760"
56145,90,1174
56145,80,2785
56145,50,3128
56145,30,2471
56145,30,5202
56145,**,**
,,
56149,590,"32,601"
56149,200,2591
56149,150,5593
56149,100,6066
56149,70,6269
56149,70,12082
56149,**,**
,,
56150,"1,410","73,899"
56150,470,5637
56150,380,14454
56150,240,15216
56150,160,14563
56150,140,18540
56150,20,5489
,,
56151,400,"25,054"
56151,130,1706
56151,90,3498
56151,70,4716
56151,50,4459
56151,60,10675
56151,**,**
,,
56152,640,"37,799"
56152,220,2661
56152,140,5511
56152,120,7886
56152,80,7364
56152,80,14377
56152,**,**
,,
56155,220,"13,598"
56155,80,1062
56155,50,2021
56155,40,2377
56155,20,1697
56155,30,6441
56155,**,**
,,
56156,"2,890","165,405"
56156,1040,11562
56156,680,25257
56156,440,27588
56156,300,26748
56156,350,47067
56156,80,27183
,,
56157,350,"28,817"
56157,110,1227
56157,60,2213
56157,60,3742
56157,40,3200
56157,60,8281
56157,20,10154
,,
56158,190,"10,907"
56158,60,654
56158,60,2220
56158,30,1852
56158,20,1984
56158,20,4197
56158,**,**
,,
56159,"1,270","68,505"
56159,440,5321
56159,360,13423
56159,200,12924
56159,130,11248
56159,110,14315
56159,30,11274
,,
56160,110,"5,724"
56160,40,425
56160,30,944
56160,20,1456
56160,20,2899
56160,**,**
56160,**,**
,,
56161,190,"10,672"
56161,60,668
56161,50,2161
56161,40,2448
56161,20,2224
56161,20,3171
56161,**,**
,,
56162,120,"6,651"
56162,40,513
56162,50,2412
56162,**,**
56162,30,3726
56162,**,**
56162,**,**
,,
56164,"2,810","151,261"
56164,1100,13118
56164,700,25894
56164,410,25766
56164,280,24582
56164,260,35319
56164,60,26582
,,
56165,160,"12,289"
56165,40,629
56165,40,1326
56165,30,2111
56165,20,1971
56165,30,6252
56165,**,**
,,
56167,320,"17,715"
56167,120,1649
56167,70,2570
56167,60,3645
56167,30,2193
56167,40,7658
56167,**,**
,,
56168,470,"23,704"
56168,190,2552
56168,120,4699
56168,70,4727
56168,50,4961
56168,40,6765
56168,**,**
,,
56169,330,"20,226"
56169,90,1073
56169,80,2934
56169,70,4460
56169,50,4932
56169,40,6827
56169,**,**
,,
56170,280,"14,480"
56170,90,1127
56170,80,3125
56170,40,2811
56170,30,2415
56170,40,5002
56170,**,**
,,
56171,820,"50,568"
56171,280,3180
56171,210,8101
56171,120,8212
56171,80,7424
56171,100,13602
56171,30,10049
,,
56172,"1,500","88,539"
56172,510,6230
56172,340,12560
56172,230,14255
56172,190,17156
56172,190,26182
56172,40,12156
,,
56173,180,"8,274"
56173,70,1003
56173,40,1308
56173,30,1921
56173,40,4042
56173,**,**
56173,**,**
,,
56174,190,"10,608"
56174,70,833
56174,50,1756
56174,50,3644
56174,**,**
56174,20,4375
56174,**,**
,,
56175,"1,380","73,162"
56175,480,6030
56175,370,13812
56175,220,13799
56175,150,12976
56175,130,17807
56175,30,8738
,,
56176,530,"31,022"
56176,190,2313
56176,150,5575
56176,60,4008
56176,50,4754
56176,60,8264
56176,20,6108
,,
56178,790,"47,485"
56178,280,3372
56178,170,6516
56178,110,7193
56178,110,9760
56178,100,13508
56178,20,7136
,,
56180,600,"30,815"
56180,230,2906
56180,160,5781
56180,80,5105
56180,60,5256
56180,70,11767
56180,**,**
,,
56181,530,"28,958"
56181,180,2304
56181,150,5786
56181,80,4930
56181,50,4609
56181,70,11329
56181,**,**
,,
56183,600,"31,772"
56183,210,2417
56183,150,5617
56183,100,6293
56183,60,5414
56183,80,12031
56183,**,**
,,
56185,280,"15,037"
56185,70,807
56185,80,3270
56185,60,4052
56185,40,3403
56185,30,3505
56185,**,**
,,
56186,160,"7,576"
56186,50,639
56186,50,2025
56186,30,2139
56186,30,2773
56186,**,**
56186,**,**
,,
56187,"6,920","340,966"
56187,2470,28818
56187,2380,88838
56187,910,56273
56187,550,48761
56187,480,64614
56187,130,53662
,,
56201,"11,590","615,384"
56201,4760,59499
56201,3110,111468
56201,1410,87965
56201,980,85611
56201,1060,141036
56201,270,129805
,,
56207,130,"7,151"
56207,40,427
56207,30,1255
56207,30,1835
56207,30,3634
56207,**,**
56207,**,**
,,
56208,920,"47,994"
56208,360,4946
56208,260,9785
56208,130,8388
56208,80,7286
56208,90,17589
56208,**,**
,,
56209,"1,180","66,768"
56209,380,4845
56209,320,12018
56209,190,12211
56209,130,11117
56209,130,16815
56209,30,9762
,,
56211,210,"15,153"
56211,70,1053
56211,50,2108
56211,30,1818
56211,20,1964
56211,40,8210
56211,**,**
,,
56212,230,"12,795"
56212,80,1024
56212,60,2258
56212,30,1840
56212,30,2490
56212,30,5183
56212,**,**
,,
56214,340,"17,541"
56214,130,1745
56214,90,3249
56214,40,2767
56214,40,3178
56214,40,6602
56214,**,**
,,
56215,"2,190","120,277"
56215,830,10118
56215,520,19738
56215,330,20824
56215,220,19751
56215,240,31997
56215,50,17849
,,
56216,320,"18,472"
56216,100,1255
56216,80,3136
56216,60,3981
56216,40,3136
56216,40,6964
56216,**,**
,,
56218,280,"15,390"
56218,90,1096
56218,80,2824
56218,40,2551
56218,30,2515
56218,40,6404
56218,**,**
,,
56219,300,"12,109"
56219,130,1498
56219,90,3287
56219,40,2549
56219,20,1796
56219,20,2979
56219,**,**
,,
56220,"1,370","72,332"
56220,500,6227
56220,330,12585
56220,220,14226
56220,170,15099
56220,130,18477
56220,20,5718
,,
56221,390,"24,384"
56221,120,1354
56221,90,3270
56221,60,3826
56221,50,4282
56221,70,11652
56221,**,**
,,
56222,990,"61,075"
56222,310,4196
56222,250,9463
56222,160,10324
56222,120,11018
56222,120,16297
56222,30,9777
,,
56223,660,"36,148"
56223,230,2904
56223,170,6627
56223,100,6122
56223,80,6885
56223,80,13610
56223,**,**
,,
56224,150,"10,194"
56224,40,610
56224,50,1739
56224,40,3224
56224,**,**
56224,20,4621
56224,**,**
,,
56225,330,"17,756"
56225,110,1249
56225,80,3097
56225,60,4046
56225,40,3281
56225,40,6083
56225,**,**
,,
56226,120,"7,191"
56226,30,401
56226,30,1315
56226,20,1387
56226,40,4088
56226,**,**
56226,**,**
,,
56228,430,"20,436"
56228,150,1874
56228,120,4420
56228,80,4889
56228,40,3767
56228,40,5486
56228,**,**
,,
56229,910,"62,552"
56229,280,3540
56229,200,7437
56229,130,8287
56229,130,11172
56229,140,19833
56229,30,12283
,,
56230,370,"22,149"
56230,120,1469
56230,100,3595
56230,60,3759
56230,50,4549
56230,40,8777
56230,**,**
,,
56231,210,"12,422"
56231,70,836
56231,40,1868
56231,30,1828
56231,30,2561
56231,40,5329
56231,**,**
,,
56232,"1,100","65,627"
56232,390,4551
56232,260,10023
56232,170,10961
56232,120,11198
56232,120,15375
56232,40,13519
,,
56235,310,"18,812"
56235,80,859
56235,80,2923
56235,60,3505
56235,40,3968
56235,50,7557
56235,**,**
,,
56236,170,"15,292"
56236,40,571
56236,40,1335
56236,40,3246
56236,**,**
56236,50,10140
56236,**,**
,,
56237,290,"13,808"
56237,100,1447
56237,90,3384
56237,40,2321
56237,30,2181
56237,30,4475
56237,**,**
,,
56239,320,"18,009"
56239,110,1196
56239,60,2396
56239,60,3744
56239,50,4226
56239,40,6447
56239,**,**
,,
56240,500,"25,898"
56240,220,2754
56240,100,3789
56240,70,4607
56240,40,3582
56240,70,11166
56240,**,**
,,
56241,"2,110","117,285"
56241,760,8837
56241,530,19583
56241,330,20889
56241,210,18033
56241,230,29770
56241,50,20173
,,
56243,750,"40,468"
56243,240,2988
56243,220,8220
56243,130,7989
56243,90,7620
56243,70,13651
56243,**,**
,,
56244,750,"55,032"
56244,210,2542
56244,210,8034
56244,110,7222
56244,90,8440
56244,90,12644
56244,40,16150
,,
56245,220,"14,244"
56245,60,710
56245,50,1761
56245,50,3303
56245,20,1905
56245,40,6565
56245,**,**
,,
56248,360,"25,279"
56248,110,1438
56248,90,3258
56248,60,4047
56248,40,3884
56248,60,12652
56248,**,**
,,
56249,150,"9,806"
56249,50,776
56249,40,1400
56249,40,3758
56249,**,**
56249,20,3872
56249,**,**
,,
56251,500,"26,667"
56251,170,1995
56251,120,4476
56251,80,5230
56251,70,6048
56251,60,8918
56251,**,**
,,
56252,610,"32,127"
56252,210,2448
56252,150,5743
56252,120,7412
56252,60,4804
56252,70,11720
56252,**,**
,,
56253,480,"26,429"
56253,150,1777
56253,140,5369
56253,80,5520
56253,60,5587
56253,50,8176
56253,**,**
,,
56255,180,"9,553"
56255,50,625
56255,50,2017
56255,30,2098
56255,30,2250
56255,20,2563
56255,0,0
,,
56256,"1,240","70,947"
56256,430,5520
56256,320,12352
56256,200,12457
56256,140,12932
56256,120,15835
56256,30,11851
,,
56257,210,"13,217"
56257,80,1054
56257,50,1829
56257,30,2075
56257,20,1705
56257,30,6554
56257,**,**
,,
56258,"7,300","445,445"
56258,2780,33690
56258,1740,63340
56258,940,58984
56258,730,64371
56258,850,115861
56258,260,109199
,,
56260,410,"24,539"
56260,130,1573
56260,100,4135
56260,70,4595
56260,50,4011
56260,60,10225
56260,**,**
,,
56262,340,"18,246"
56262,130,1909
56262,90,3171
56262,50,3372
56262,30,2852
56262,40,6942
56262,**,**
,,
56263,280,"16,736"
56263,90,1184
56263,70,2792
56263,40,2403
56263,40,3121
56263,40,7236
56263,**,**
,,
56264,"1,000","54,734"
56264,350,4223
56264,240,9160
56264,150,9589
56264,130,11706
56264,130,20056
56264,**,**
,,
56265,"3,830","211,877"
56265,1380,16451
56265,1010,37269
56265,560,35579
56265,380,33746
56265,400,54221
56265,100,34611
,,
56266,750,"42,159"
56266,250,2900
56266,210,8048
56266,110,7097
56266,90,7778
56266,90,16336
56266,**,**
,,
56267,"2,880","184,596"
56267,1000,11558
56267,700,26501
56267,410,25820
56267,330,28930
56267,340,45972
56267,100,45815
,,
56270,720,"27,293"
56270,300,2603
56270,240,8437
56270,90,5386
56270,50,4220
56270,40,6647
56270,**,**
,,
56271,580,"34,334"
56271,170,2192
56271,160,6054
56271,110,6817
56271,70,5939
56271,50,6991
56271,20,6341
,,
56273,"2,400","144,331"
56273,810,9329
56273,540,20272
56273,370,23236
56273,300,26185
56273,310,39995
56273,70,25314
,,
56276,130,"6,020"
56276,40,439
56276,40,1453
56276,20,1433
56276,30,2695
56276,**,**
56276,0,0
,,
56277,"1,500","88,495"
56277,550,6356
56277,320,12430
56277,250,16029
56277,160,14353
56277,180,23652
56277,40,15675
,,
56278,"1,230","70,171"
56278,450,5754
56278,290,10863
56278,210,13029
56278,140,12904
56278,110,14122
56278,30,13499
,,
56279,590,"37,229"
56279,190,2324
56279,150,5657
56279,110,6900
56279,70,5910
56279,70,16438
56279,**,**
,,
56280,250,"13,296"
56280,80,1039
56280,60,2227
56280,40,2512
56280,40,3393
56280,30,4125
56280,**,**
,,
56281,310,"21,871"
56281,80,888
56281,80,2834
56281,50,2986
56281,50,4726
56281,50,10437
56281,**,**
,,
56282,700,"40,532"
56282,210,2524
56282,190,6853
56282,120,7592
56282,100,8820
56282,80,14743
56282,**,**
,,
56283,"3,370","183,306"
56283,1270,14860
56283,860,31555
56283,480,29950
56283,330,29318
56283,340,45483
56283,90,32140
,,
56284,930,"52,055"
56284,290,3612
56284,240,9336
56284,170,10856
56284,120,10912
56284,110,17339
56284,**,**
,,
56285,520,"32,643"
56285,160,1973
56285,110,4272
56285,100,6102
56285,70,6575
56285,80,13721
56285,**,**
,,
56288,"2,450","206,529"
56288,720,8070
56288,490,17978
56288,360,22886
56288,290,25331
56288,430,57724
56288,160,74540
,,
56289,320,"16,839"
56289,120,1762
56289,70,2582
56289,50,3408
56289,40,3919
56289,40,5168
56289,**,**
,,
56291,240,"10,703"
56291,90,1039
56291,70,2698
56291,30,2040
56291,50,4926
56291,**,**
56291,**,**
,,
56292,270,"15,295"
56292,90,1122
56292,70,2773
56292,40,2811
56292,30,2448
56292,40,6141
56292,**,**
,,
56293,570,"35,535"
56293,190,2378
56293,140,5057
56293,70,4592
56293,80,7120
56293,90,16388
56293,**,**
,,
56295,140,"6,084"
56295,50,667
56295,40,1514
56295,20,1251
56295,30,2652
56295,**,**
56295,**,**
,,
56296,980,"60,194"
56296,340,3890
56296,230,8575
56296,160,9799
56296,100,8645
56296,120,16483
56296,30,12802
,,
56297,400,"22,960"
56297,120,1307
56297,110,4122
56297,70,4834
56297,50,4168
56297,50,8529
56297,**,**
,,
56301,"14,360","962,585"
56301,6040,73934
56301,3310,119460
56301,1740,108618
56301,1200,105849
56301,1560,210709
56301,510,344015
,,
56303,"13,330","652,372"
56303,5160,65582
56303,3860,140287
56303,1910,119350
56303,1100,96519
56303,1100,143464
56303,200,87170
,,
56304,"7,390","350,013"
56304,3490,43872
56304,1810,65216
56304,790,48945
56304,550,47767
56304,610,82134
56304,140,62079
,,
56307,"2,390","149,613"
56307,750,8782
56307,590,22310
56307,390,24716
56307,320,28627
56307,290,36891
56307,50,28287
,,
56308,"12,690","840,441"
56308,4490,53162
56308,3000,110756
56308,1800,113706
56308,1340,118627
56308,1570,210026
56308,490,234164
,,
56309,590,"34,974"
56309,200,2471
56309,130,4646
56309,100,6375
56309,70,6136
56309,90,15346
56309,**,**
,,
56310,"2,560","248,989"
56310,760,9079
56310,570,21242
56310,410,25860
56310,340,29857
56310,380,49580
56310,100,113371
,,
56311,320,"15,762"
56311,120,1256
56311,90,3565
56311,50,3104
56311,30,3162
56311,30,4675
56311,**,**
,,
56312,"1,060","58,487"
56312,360,4684
56312,270,10341
56312,170,10781
56312,130,11254
56312,100,12503
56312,30,8924
,,
56314,560,"28,276"
56314,190,2206
56314,150,5766
56314,110,6679
56314,60,5686
56314,50,7939
56314,**,**
,,
56315,750,"48,992"
56315,240,3082
56315,170,6521
56315,110,7248
56315,110,9481
56315,100,13195
56315,20,9465
,,
56316,690,"32,640"
56316,260,3392
56316,200,7764
56316,100,6265
56316,60,5103
56316,70,10116
56316,**,**
,,
56318,520,"29,316"
56318,170,2175
56318,130,4908
56318,80,5150
56318,80,6831
56318,60,10252
56318,**,**
,,
56319,640,"44,640"
56319,210,2780
56319,160,6128
56319,110,6805
56319,60,5082
56319,70,10336
56319,30,13509
,,
56320,"3,860","268,742"
56320,1180,13361
56320,850,31976
56320,590,37104
56320,480,41953
56320,610,80979
56320,150,63369
,,
56323,280,"13,231"
56323,100,1099
56323,80,3343
56323,50,3088
56323,30,2271
56323,20,3430
56323,**,**
,,
56324,520,"30,926"
56324,180,2251
56324,100,3783
56324,90,5501
56324,60,5193
56324,90,14198
56324,**,**
,,
56326,710,"37,163"
56326,250,3225
56326,170,6266
56326,120,7549
56326,100,8855
56326,70,11268
56326,**,**
,,
56327,400,"26,249"
56327,130,1391
56327,80,2954
56327,70,4468
56327,40,3470
56327,80,13966
56327,**,**
,,
56329,"3,230","182,895"
56329,1000,12354
56329,800,29678
56329,560,35360
56329,400,35283
56329,420,54236
56329,50,15984
,,
56330,780,"40,440"
56330,260,3324
56330,210,7967
56330,130,8318
56330,90,8253
56330,90,12578
56330,**,**
,,
56331,"1,010","62,558"
56331,310,3933
56331,270,10626
56331,190,11841
56331,110,9672
56331,110,15491
56331,20,10995
,,
56332,680,"42,941"
56332,210,2845
56332,160,5832
56332,100,6149
56332,90,8174
56332,120,19941
56332,**,**
,,
56334,"2,780","184,237"
56334,930,10866
56334,660,24864
56334,410,25754
56334,330,29550
56334,360,48595
56334,90,44608
,,
56336,720,"44,266"
56336,230,3022
56336,180,6958
56336,120,7564
56336,90,7792
56336,100,18930
56336,**,**
,,
56338,740,"36,558"
56338,250,3154
56338,200,7597
56338,120,7292
56338,80,6938
56338,90,11577
56338,**,**
,,
56339,550,"26,653"
56339,210,2739
56339,140,5225
56339,90,5566
56339,60,4914
56339,50,8209
56339,**,**
,,
56340,"1,070","58,841"
56340,320,3691
56340,250,9640
56340,200,12709
56340,160,13688
56340,140,19113
56340,**,**
,,
56342,"1,340","67,995"
56342,510,6321
56342,320,11500
56342,250,15405
56342,110,9526
56342,120,15435
56342,30,9808
,,
56343,450,"24,433"
56343,150,1583
56343,100,3827
56343,100,6078
56343,50,4393
56343,50,8552
56343,**,**
,,
56345,"6,820","345,044"
56345,2580,31963
56345,1770,65466
56345,1050,65672
56345,710,62730
56345,600,76876
56345,110,42337
,,
56347,"3,090","134,855"
56347,1140,14028
56347,960,35525
56347,490,30168
56347,300,25642
56347,200,29492
56347,**,**
,,
56349,370,"22,867"
56349,110,1443
56349,80,3161
56349,70,4613
56349,50,4205
56349,60,9445
56349,**,**
,,
56350,230,"8,988"
56350,100,1211
56350,60,1985
56350,50,3130
56350,**,**
56350,20,2662
56350,0,0
,,
56352,"2,670","139,039"
56352,920,11426
56352,790,29519
56352,410,25837
56352,260,23050
56352,240,31569
56352,50,17638
,,
56353,"4,100","213,223"
56353,1490,18182
56353,1050,39283
56353,680,42132
56353,440,38889
56353,390,49499
56353,50,25238
,,
56354,670,"38,482"
56354,210,2422
56354,170,6373
56354,110,7313
56354,90,7512
56354,90,14862
56354,**,**
,,
56355,310,"15,154"
56355,120,1447
56355,60,2385
56355,60,3509
56355,30,2540
56355,40,5273
56355,**,**
,,
56357,480,"26,866"
56357,160,1865
56357,120,4375
56357,70,4625
56357,60,5371
56357,70,10630
56357,**,**
,,
56358,"1,460","67,973"
56358,530,7038
56358,390,14339
56358,250,15826
56358,160,14007
56358,130,16763
56358,**,**
,,
56359,"1,530","67,540"
56359,660,8873
56359,420,15401
56359,210,12624
56359,110,9716
56359,100,12583
56359,30,8343
,,
56360,"1,810","88,764"
56360,690,8188
56360,440,16590
56360,320,19916
56360,200,17982
56360,160,26088
56360,**,**
,,
56361,"1,100","54,319"
56361,420,5403
56361,280,10492
56361,180,11048
56361,130,11347
56361,90,16029
56361,**,**
,,
56362,"2,790","160,602"
56362,930,11459
56362,720,27635
56362,470,29971
56362,340,29625
56362,270,35424
56362,60,26488
,,
56364,"2,370","118,067"
56364,860,10798
56364,640,23945
56364,380,24383
56364,250,22196
56364,220,28644
56364,20,8101
,,
56367,"3,350","220,154"
56367,980,12048
56367,780,29475
56367,590,36960
56367,450,39351
56367,460,61082
56367,90,41238
,,
56368,"2,100","126,986"
56368,680,8281
56368,460,17340
56368,340,21418
56368,300,26386
56368,260,34336
56368,60,19225
,,
56373,"1,390","78,790"
56373,430,5447
56373,360,13792
56373,240,15168
56373,170,14773
56373,190,29610
56373,**,**
,,
56374,"3,900","244,275"
56374,1180,14003
56374,880,33380
56374,670,42020
56374,510,44185
56374,550,71003
56374,110,39684
,,
56375,390,"24,179"
56375,110,1288
56375,90,3532
56375,60,3971
56375,50,4192
56375,80,11196
56375,**,**
,,
56377,"9,000","705,493"
56377,2630,30597
56377,1940,72218
56377,1320,82520
56377,1080,94655
56377,1550,207853
56377,480,217650
,,
56378,"3,630","208,439"
56378,1260,15257
56378,930,34678
56378,590,37579
56378,410,35789
56378,350,46526
56378,90,38610
,,
56379,"8,140","476,558"
56379,2710,32623
56379,2030,75090
56379,1260,79178
56379,930,81260
56379,1040,135172
56379,170,73235
,,
56381,"1,200","70,638"
56381,430,5504
56381,290,11121
56381,200,12429
56381,130,11523
56381,120,16766
56381,30,13295
,,
56382,640,"33,086"
56382,240,2996
56382,180,7035
56382,90,6137
56382,80,7281
56382,50,9637
56382,**,**
,,
56384,180,"7,187"
56384,70,759
56384,60,2415
56384,20,1467
56384,30,2546
56384,**,**
56384,**,**
,,
56385,460,"26,968"
56385,160,1905
56385,120,4401
56385,80,5017
56385,50,4115
56385,50,11530
56385,**,**
,,
56386,330,"14,783"
56386,130,1500
56386,80,2788
56386,60,3433
56386,30,2396
56386,30,4666
56386,**,**
,,
56387,"3,790","150,589"
56387,1680,22577
56387,1250,44637
56387,450,27655
56387,200,17587
56387,180,23291
56387,30,14842
,,
56401,"14,130","720,321"
56401,5850,73289
56401,3590,130624
56401,1940,121379
56401,1230,107821
56401,1240,161913
56401,280,125295
,,
56425,"4,120","248,814"
56425,1490,17079
56425,890,33008
56425,600,37853
56425,470,41515
56425,560,74047
56425,110,45312
,,
56431,"4,100","220,265"
56431,1540,18744
56431,1020,37809
56431,620,38631
56431,420,36636
56431,410,54172
56431,90,34273
,,
56433,740,"31,387"
56433,300,3938
56433,210,7571
56433,120,7068
56433,60,5055
56433,50,7755
56433,**,**
,,
56435,"1,130","51,749"
56435,480,5965
56435,290,10650
56435,160,10164
56435,110,9648
56435,90,15322
56435,**,**
,,
56437,480,"19,374"
56437,210,2678
56437,130,4978
56437,70,4295
56437,50,4344
56437,20,3079
56437,**,**
,,
56438,"1,240","56,926"
56438,470,5744
56438,350,13238
56438,200,12773
56438,120,10419
56438,100,14752
56438,**,**
,,
56440,510,"19,448"
56440,220,2710
56440,150,5722
56440,90,5764
56440,30,2817
56440,20,2435
56440,**,**
,,
56441,"1,580","67,262"
56441,720,8376
56441,400,14422
56441,240,14691
56441,100,8424
56441,100,12586
56441,20,8763
,,
56442,"1,400","99,590"
56442,470,5386
56442,270,10007
56442,210,13052
56442,140,12021
56442,240,32606
56442,70,26518
,,
56443,660,"40,651"
56443,230,2759
56443,160,5898
56443,100,6211
56443,80,7013
56443,70,10059
56443,20,8711
,,
56444,"1,520","90,469"
56444,550,6659
56444,340,12562
56444,240,14727
56444,160,14219
56444,180,24168
56444,50,18134
,,
56446,700,"29,921"
56446,300,3807
56446,210,7774
56446,90,5599
56446,50,4283
56446,50,8458
56446,**,**
,,
56447,500,"22,912"
56447,220,2809
56447,120,4335
56447,70,4028
56447,40,4044
56447,50,7696
56447,**,**
,,
56448,220,"13,409"
56448,70,864
56448,50,1840
56448,40,2623
56448,30,2258
56448,30,5824
56448,**,**
,,
56449,750,"43,821"
56449,240,3136
56449,160,5874
56449,150,9527
56449,100,8726
56449,100,16558
56449,**,**
,,
56450,550,"24,188"
56450,250,3075
56450,140,5127
56450,80,4821
56450,30,2661
56450,50,8504
56450,**,**
,,
56452,990,"55,388"
56452,370,4532
56452,240,8898
56452,140,9120
56452,100,8969
56452,110,13739
56452,30,10130
,,
56453,340,"14,437"
56453,130,1510
56453,100,3819
56453,60,3808
56453,30,2412
56453,20,2888
56453,**,**
,,
56455,770,"34,026"
56455,310,3831
56455,210,7691
56455,110,6860
56455,70,6357
56455,70,9287
56455,**,**
,,
56458,170,"8,115"
56458,50,657
56458,50,1696
56458,30,1686
56458,40,4076
56458,**,**
56458,**,**
,,
56461,"1,400","72,512"
56461,520,6361
56461,330,12295
56461,230,14332
56461,150,12977
56461,150,19404
56461,20,7143
,,
56464,"1,830","89,689"
56464,710,9187
56464,490,18109
56464,280,17830
56464,200,17919
56464,150,26644
56464,**,**
,,
56465,"1,100","67,613"
56465,390,4874
56465,250,9218
56465,170,10370
56465,110,9723
56465,150,20304
56465,30,13124
,,
56466,"1,420","68,694"
56466,540,6739
56466,390,14001
56466,220,13592
56466,130,11186
56466,140,23176
56466,**,**
,,
56467,"1,080","63,697"
56467,360,4371
56467,290,10589
56467,160,10202
56467,120,10825
56467,120,15989
56467,30,11721
,,
56468,"2,320","194,859"
56468,700,8121
56468,480,18343
56468,330,20518
56468,250,21898
56468,400,54747
56468,160,71232
,,
56469,460,"23,023"
56469,150,1932
56469,140,5132
56469,80,5290
56469,50,4023
56469,40,6646
56469,**,**
,,
56470,"4,790","260,684"
56470,1890,22427
56470,1120,40990
56470,720,45371
56470,460,39998
56470,480,63962
56470,120,47936
,,
56472,"3,810","212,788"
56472,1470,17409
56472,860,31783
56472,540,33705
56472,380,32965
56472,450,58915
56472,110,38011
,,
56473,"1,640","84,862"
56473,600,7577
56473,400,14499
56473,260,16106
56473,180,15536
56473,170,22517
56473,30,8627
,,
56474,"1,980","90,620"
56474,860,10474
56474,510,18464
56474,310,19476
56474,140,12350
56474,120,16302
56474,40,13554
,,
56475,760,"35,803"
56475,280,3760
56475,200,7309
56475,140,8668
56475,80,7193
56475,60,8873
56475,**,**
,,
56477,"1,140","48,084"
56477,480,6141
56477,290,10649
56477,180,11580
56477,120,10031
56477,70,9683
56477,**,**
,,
56479,"2,270","106,556"
56479,890,11109
56479,610,22455
56479,370,23054
56479,190,16543
56479,170,21762
56479,40,11633
,,
56481,940,"41,626"
56481,370,4593
56481,250,9069
56481,160,10273
56481,80,6756
